urn,name,fsm_pct,sen_pct,eal_pct,girls_pct,boys_pct,class_size_avg,pupil_teacher_ratio,pupils_on_roll,year,eth_white_british,eth_irish,eth_traveller_irish,eth_white_other,eth_gypsy_roma,eth_mixed_wbcaribbean,eth_mixed_wbafrican,eth_mixed_wasian,eth_mixed_other,eth_indian,eth_pakistani,eth_bangladeshi,eth_asian_other,eth_caribbean,eth_african,eth_black_other,eth_chinese,eth_other,eth_unclassified
109140,Avonmouth Church of England Primary School and Nursery,40.3,,26.7,49.0,51.0,25.4,,206,2025,63.6,0.5,7.3,12.6,0.0,2.9,1.0,0.5,1.0,1.0,0.5,0.0,1.5,0.5,4.4,0.5,0.0,1.9,0.5
109146,"St Johns Church of England Primary School, Clifton",8.7,,27.2,47.8,52.2,28.3,,481,2025,57.6,0.2,0.0,14.1,0.0,1.5,1.0,5.0,6.2,1.5,1.9,0.0,2.9,1.5,1.5,0.0,3.7,1.0,0.4
109243,School of Christ The King Catholic Primary,42.3,,28.2,50.2,49.8,20.0,,227,2025,50.2,0.4,0.0,14.1,0.0,2.6,0.0,0.0,1.3,4.4,0.0,0.9,1.8,1.3,11.9,8.4,0.9,1.8,0.0
109244,Holy Cross RC Primary School,56.5,,54.7,52.4,47.6,24.3,,170,2025,25.3,0.6,1.8,11.8,1.8,5.9,0.6,3.5,1.2,5.3,2.4,0.0,4.7,0.6,11.8,4.1,0.0,18.8,0.0
109245,Ss Peter and Paul RC Primary School,12.2,,46.3,50.3,49.7,21.8,,147,2025,23.8,0.0,0.0,19.0,0.0,2.7,2.0,0.7,14.3,4.8,0.0,0.0,5.4,1.4,4.8,5.4,6.1,9.5,0.0
109247,St Joseph's Catholic Primary School,13.6,,36.2,55.4,44.6,30.4,,213,2025,21.1,0.0,0.0,14.1,0.0,0.9,0.0,4.2,3.8,11.7,3.3,0.0,6.1,0.9,17.4,5.2,0.5,4.7,6.1
109251,"Our Lady of the Rosary Catholic Primary School, Bristol",22.1,,49.5,52.9,47.1,29.7,,208,2025,40.4,0.5,0.0,34.6,0.0,0.5,1.0,1.9,3.8,4.3,0.0,0.0,4.3,0.0,3.8,2.9,0.0,1.4,0.5
109254,St Bernadette Catholic Voluntary Aided Primary School,9.7,,10.4,50.7,49.3,27.9,,268,2025,70.5,0.0,0.4,7.8,0.0,2.6,2.6,1.1,0.4,5.6,0.4,0.0,2.2,0.0,2.6,1.9,0.4,1.1,0.4
109327,St Mary Redcliffe and Temple School,19.5,,19.0,51.5,48.5,21.2,,1792,2025,44.2,0.4,0.0,9.3,0.0,2.8,2.5,2.8,2.7,4.4,1.4,0.4,4.1,2.8,13.9,2.3,2.2,1.3,2.4
109329,Saint Gregory's Catholic College,18.6,,17.4,48.6,51.4,23.7,,987,2025,56.3,1.0,0.0,12.9,0.0,1.5,1.5,2.5,3.0,7.6,0.2,0.0,3.3,0.3,4.5,0.8,1.1,0.9,2.4
109331,St Bernadette Catholic Secondary School,26.6,,11.4,53.5,46.5,22.7,,753,2025,65.5,0.3,0.0,6.6,0.0,3.6,1.5,1.3,2.0,2.7,2.0,0.0,0.9,1.7,6.5,2.0,0.8,0.7,2.0
109385,Elmfield School for Deaf Children,35.8,,50.9,49.1,50.9,,,53,2025,58.5,0.0,0.0,5.7,0.0,3.8,1.9,0.0,5.7,1.9,1.9,0.0,5.7,0.0,5.7,3.8,0.0,3.8,1.9
109386,Kingsweston School,50.8,,20.1,23.5,76.5,,,179,2025,46.9,0.0,0.0,8.9,0.0,2.8,3.9,1.1,3.9,3.9,1.7,1.7,3.4,1.1,10.6,5.0,1.7,2.8,0.6
109391,Claremont School,45.8,,26.4,40.3,59.7,,,72,2025,52.8,0.0,0.0,6.9,0.0,2.8,0.0,0.0,4.2,2.8,1.4,5.6,1.4,0.0,11.1,4.2,2.8,4.2,0.0
109393,New Fosseway School,61.3,,13.4,30.3,69.7,,,142,2025,69.0,0.7,0.0,5.6,0.0,3.5,0.0,2.8,1.4,0.7,2.8,0.0,1.4,0.0,7.0,2.1,0.0,2.1,0.7
109410,Briarwood School,62.9,,43.1,31.7,68.3,,,167,2025,31.1,0.0,0.0,5.4,0.0,3.6,1.2,1.8,4.2,0.6,9.0,5.4,4.2,1.2,24.6,3.6,0.6,2.4,1.2
131019,Newbridge Primary School,8.9,,6.7,48.4,51.6,29.3,,405,2025,77.5,0.2,0.0,5.4,0.2,1.7,0.5,2.2,3.0,2.0,0.0,0.5,0.7,0.0,1.2,0.0,0.5,1.5,2.7
131522,Hillcrest Primary School,7.8,,12.7,49.3,50.7,29.3,,410,2025,72.2,0.0,0.0,4.9,0.0,1.7,1.2,2.7,3.2,0.0,5.6,0.5,0.2,0.2,2.0,0.7,0.2,1.0,3.7
132196,Shirehampton Primary School,31.7,,16.3,48.0,52.0,27.1,,460,2025,73.5,0.2,0.7,8.5,0.9,2.0,0.0,0.9,1.1,0.7,1.1,0.0,2.4,0.0,4.1,2.0,0.2,2.0,0.0
133689,Bristol Hospital Education Service,33.3,,2.2,73.3,26.7,,,45,2025,57.8,0.0,0.0,2.2,0.0,6.7,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,26.7
134241,Knowle West Early Years Centre,64.8,,10.7,44.7,55.3,,,159,2025,73.0,0.0,0.0,7.5,0.0,6.3,2.5,0.6,1.9,0.6,1.9,0.0,1.9,0.6,0.6,0.6,0.0,1.9,0.0
134917,St Keyna Primary School,22.5,,8.8,49.6,50.4,29.6,,262,2025,83.6,0.0,0.0,3.4,0.0,1.5,1.5,1.5,1.5,3.8,0.4,0.0,0.4,0.0,1.5,0.4,0.0,0.0,0.4
135203,Knowle Park Primary School,23.1,,18.0,50.1,49.9,27.6,,611,2025,68.9,0.5,0.0,5.4,0.0,2.9,0.8,3.6,5.1,0.8,3.4,0.0,1.3,0.0,3.1,0.0,0.0,2.0,2.1
135300,Bristol Brunel Academy,35.8,,28.6,46.8,53.2,24.0,,1267,2025,47.4,0.0,0.0,7.3,0.0,5.3,1.9,2.7,5.0,2.4,6.4,0.9,2.6,2.2,9.3,2.0,0.5,2.8,1.3
135575,Bristol Cathedral Choir School,23.4,,22.5,50.4,49.6,22.6,,1192,2025,45.6,0.0,0.0,8.4,0.0,2.3,1.8,3.3,5.4,2.9,5.5,1.0,3.1,2.2,11.3,1.8,1.8,2.3,1.3
135663,Oasis Academy John Williams,44.6,,12.7,51.5,48.5,22.0,,858,2025,75.8,0.0,0.0,5.2,0.0,2.0,0.8,1.2,2.3,2.3,0.3,0.1,0.6,0.3,5.0,0.6,0.6,2.4,0.3
135671,Oasis Academy Brightstowe,49.0,,14.0,46.7,53.3,25.1,,741,2025,71.7,0.0,0.0,8.9,0.0,2.3,1.5,0.5,1.5,1.1,0.0,0.1,0.5,0.9,6.2,0.7,0.4,1.5,2.2
135779,Sea Mills Primary School,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,
135867,Air Balloon Hill Primary School,26.4,,23.5,47.8,52.2,28.1,,788,2025,56.6,0.1,0.0,6.3,0.1,5.7,1.6,2.7,2.7,3.0,1.8,0.5,1.5,1.9,11.2,0.9,0.5,2.2,0.6
135872,St Peter's Church of England Primary School (VC),31.1,,11.7,47.0,53.0,29.5,,460,2025,84.3,0.2,0.0,5.0,0.0,1.5,0.4,0.4,1.1,0.7,0.0,0.0,0.2,0.4,3.5,1.3,0.0,0.4,0.4
135959,Bristol Metropolitan Academy,31.1,,22.3,46.1,53.9,25.0,,1103,2025,44.3,0.5,0.0,5.8,0.7,3.8,1.5,2.5,5.2,3.4,11.9,3.0,2.6,2.0,6.0,1.5,0.7,2.6,2.0
136311,Somervale Secondary School,23.2,,2.7,43.7,56.3,18.9,,781,2025,93.1,0.1,0.0,2.0,0.0,0.6,0.1,1.2,1.2,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.4
136335,Norton Hill Academy,16.8,,2.5,50.6,49.4,23.7,,1757,2025,89.9,0.2,0.0,4.7,0.0,0.8,0.2,1.3,1.0,0.3,0.0,0.0,0.5,0.0,0.3,0.1,0.1,0.3,0.3
136483,Oldfield School,19.4,,9.9,46.9,53.1,23.4,,1287,2025,76.8,0.3,0.0,5.7,0.0,2.6,0.6,1.7,1.8,2.1,0.2,0.5,2.7,0.5,2.2,0.2,0.5,0.4,1.2
136804,Trinity Church School,21.1,,6.5,54.1,45.9,23.6,,185,2025,90.3,0.0,0.0,3.8,0.0,0.5,0.0,0.0,1.6,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1
136822,Bristol Free School,13.7,,7.2,46.4,53.6,21.5,,1304,2025,76.2,0.1,0.0,5.9,0.1,1.2,0.7,2.2,2.3,0.8,0.8,0.5,0.8,0.2,2.3,0.5,1.0,0.8,3.7
136830,Elmlea Junior School,4.0,,11.0,51.0,49.0,29.4,,353,2025,70.5,0.0,0.0,4.2,0.6,1.1,0.6,4.8,5.4,2.5,1.1,0.0,1.7,0.3,0.6,0.0,1.7,3.7,1.1
136966,Hayesfield Girls School,11.8,,8.4,97.2,2.8,23.1,,1497,2025,76.8,0.2,0.1,8.3,0.0,1.3,0.2,2.7,2.9,0.8,0.1,0.3,0.7,0.0,0.9,0.3,1.1,2.1,1.3
137062,Westbury-On-Trym Church of England Academy,11.4,,19.8,50.0,50.0,29.5,,414,2025,71.0,0.0,0.0,6.3,0.0,3.1,1.0,4.1,4.8,1.2,0.5,0.0,2.2,0.0,1.0,0.7,0.5,1.9,1.7
137068,E-Act St Ursula's Academy,12.7,,11.3,47.8,52.2,25.0,,496,2025,61.9,0.2,0.2,7.5,0.2,1.8,2.2,7.1,3.4,1.6,0.4,0.0,3.0,0.8,3.6,1.0,0.2,3.8,1.0
137212,Waycroft Academy,16.9,,11.1,45.8,54.2,23.1,,461,2025,82.2,0.0,0.0,4.6,0.0,2.0,0.4,0.2,0.9,0.7,0.0,0.7,2.4,0.0,2.6,0.2,0.0,2.2,1.1
137440,Cotham School,36.7,,48.2,47.3,52.7,23.4,,1654,2025,28.4,0.3,0.0,8.3,0.1,2.5,2.0,2.2,4.5,3.1,6.2,1.0,4.4,2.2,24.0,2.4,2.4,3.1,3.1
137493,Fosse Way School,49.6,,3.4,26.3,73.7,,,232,2025,78.4,0.0,0.0,2.2,0.0,2.2,0.4,1.7,3.4,0.4,0.0,0.4,0.4,0.0,0.9,0.0,0.4,1.7,7.3
137518,Henleaze Junior School,9.0,,9.7,41.8,58.2,27.3,,299,2025,72.6,0.3,0.0,9.0,0.0,0.3,1.3,5.7,1.7,0.7,1.0,0.0,2.3,0.0,0.3,0.0,2.3,1.3,1.0
137523,Wellsway School,13.4,,9.3,47.0,53.0,22.4,,1325,2025,77.9,0.5,0.0,3.5,0.0,1.2,1.0,0.9,1.4,1.5,0.5,0.1,0.3,0.1,0.2,0.0,3.2,0.5,7.3
137548,Writhlington School,25.6,,4.4,48.4,51.6,20.8,,894,2025,87.6,0.1,0.0,3.2,0.1,0.7,0.6,1.2,1.2,0.4,0.0,0.0,0.6,0.0,0.9,0.1,0.0,0.1,3.1
137627,St Bede's Catholic College,11.5,,30.0,49.6,50.4,21.3,,1324,2025,36.6,0.7,0.3,23.6,0.0,1.4,1.0,1.4,2.4,16.0,0.0,0.0,6.1,0.6,5.5,1.3,1.8,0.8,0.4
137700,Ilminster Avenue E-ACT Academy,65.9,,17.5,52.8,47.2,25.4,,229,2025,77.3,0.0,0.0,4.8,0.0,0.9,1.7,0.4,1.3,0.0,0.0,1.3,2.2,1.3,2.6,1.7,0.0,2.6,1.7
137762,West Town Lane Academy,16.7,,11.0,48.7,51.3,28.4,,634,2025,76.2,0.3,0.0,7.4,0.0,2.5,0.6,0.5,4.3,0.5,2.5,0.5,2.2,0.0,1.1,0.0,0.0,1.1,0.3
138204,Bedminster Down School,38.4,,6.2,46.0,54.0,22.8,,1022,2025,78.0,0.0,0.1,2.8,0.0,2.6,0.3,0.5,1.0,0.5,0.7,0.1,0.6,0.3,2.0,0.6,0.1,1.6,8.3
138278,Oasis Academy Connaught,72.9,,27.4,48.4,51.6,20.7,,310,2025,60.0,0.0,0.0,6.1,0.6,4.5,1.0,1.0,1.0,0.3,1.6,1.0,0.6,0.0,14.5,1.3,0.0,3.5,2.9
138317,Christ Church Church of England Primary School,6.6,,31.5,47.7,52.3,24.9,,333,2025,53.8,1.5,0.0,20.1,0.0,1.5,0.3,2.7,6.6,0.6,0.3,0.3,4.5,0.0,0.9,0.9,3.6,2.4,0.0
138377,E-Act the Dolphin School,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,
138409,Oasis Academy Bank Leaze,49.4,,33.8,50.6,49.4,28.4,,237,2025,55.7,0.4,0.0,10.1,0.4,1.3,3.8,1.3,3.8,5.9,0.0,0.0,1.3,0.4,9.7,0.8,0.0,4.6,0.4
138448,Orchard School Bristol,43.4,,33.1,44.6,55.4,27.2,,942,2025,48.7,0.3,0.0,8.6,0.0,5.5,1.9,1.8,2.8,5.0,1.0,1.1,3.1,1.8,10.3,2.9,0.7,3.4,1.2
138465,St Patrick's Catholic Primary School,23.6,,44.6,54.4,45.6,27.9,,195,2025,24.1,1.0,0.0,21.0,0.0,5.6,3.6,5.1,2.6,10.8,2.6,0.5,3.6,3.1,9.7,5.6,0.0,1.0,0.0
138522,Ralph Allen School,16.5,,8.2,40.8,59.2,22.9,,1398,2025,73.8,0.3,0.1,9.6,0.1,1.4,1.0,3.7,4.0,0.1,0.0,0.0,0.9,0.1,0.2,0.2,0.9,2.0,1.7
138531,Westbury Park School,2.6,,14.9,48.9,51.1,30.1,,417,2025,63.3,0.0,0.0,15.8,0.0,0.5,0.7,4.3,4.3,0.7,1.0,0.0,3.1,1.0,0.5,0.0,2.4,0.5,1.9
138617,Chew Stoke Church School,3.8,,0.0,50.8,49.2,30.8,,185,2025,91.4,0.0,0.0,2.2,0.0,1.6,0.0,0.5,2.2,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
138655,Begbrook Primary Academy,22.3,,27.7,48.7,51.3,23.0,,462,2025,41.8,0.0,0.0,5.0,0.2,4.8,1.7,4.1,6.1,3.5,17.1,1.7,3.9,1.1,2.6,0.9,1.3,2.8,1.5
138658,Summerhill Academy,32.7,,31.8,52.9,47.1,27.8,,223,2025,31.4,0.9,0.0,6.7,0.0,4.9,3.1,2.7,4.9,3.6,6.7,1.8,2.7,1.8,14.3,5.4,0.4,7.6,0.9
138668,Filton Avenue Primary School,41.7,,34.2,48.1,51.9,26.7,,568,2025,45.6,0.2,0.0,6.5,0.2,3.9,1.4,2.8,2.6,7.6,3.5,1.8,2.8,4.6,10.6,1.1,0.9,3.7,0.4
138708,Cotham Gardens Primary School,27.1,,49.6,56.4,43.6,26.1,,365,2025,40.0,0.0,0.0,5.2,0.3,2.5,3.0,3.8,5.8,1.1,1.6,0.5,4.1,0.8,21.6,0.8,0.5,5.8,2.5
138709,Greenfield E-ACT Primary Academy,60.8,,13.9,45.8,54.2,28.1,,332,2025,74.7,0.0,0.0,3.0,0.0,1.5,1.8,1.8,1.8,0.3,0.3,0.0,3.3,0.3,2.4,7.2,0.0,0.6,0.9
138710,Oasis Academy New Oak,49.0,,23.8,50.5,49.5,19.1,,210,2025,63.3,0.0,0.0,7.1,0.0,4.3,1.0,0.5,1.9,6.7,1.4,0.5,1.9,0.0,7.6,0.0,1.0,2.9,0.0
138789,Minerva Primary Academy,31.0,,53.3,50.1,49.9,22.8,,345,2025,20.0,0.3,0.0,8.4,0.9,2.9,0.3,2.3,7.2,2.9,14.2,2.6,7.5,0.3,13.0,3.8,0.3,9.0,4.1
138791,Frome Vale Academy,29.1,,22.7,47.8,52.2,29.0,,203,2025,43.3,0.0,0.0,11.8,0.0,4.4,5.4,3.0,3.9,2.5,3.9,4.4,2.0,1.0,6.4,2.5,0.5,2.5,2.5
138794,Fishponds CofE Primary School,39.0,,51.0,45.8,54.2,22.0,,310,2025,26.1,0.0,0.0,6.1,0.6,5.5,4.2,3.2,4.2,7.1,10.0,4.8,3.5,1.9,16.8,2.9,0.0,2.3,0.6
138855,Redland Green School,8.1,,8.8,43.3,56.7,24.5,,1652,2025,69.5,0.6,0.0,6.6,0.1,0.8,0.4,3.8,2.4,1.8,1.7,0.3,2.3,0.4,1.7,0.5,4.1,1.3,1.8
138900,Little Mead Primary Academy,30.6,,46.2,49.2,50.8,27.9,,435,2025,37.0,0.2,0.0,7.4,0.0,1.6,1.8,0.9,1.4,20.0,2.1,2.5,1.6,0.7,17.0,0.9,0.0,4.4,0.5
138904,Parson Street Primary School,39.7,,23.7,45.7,54.3,25.3,,232,2025,58.6,0.4,0.0,10.3,0.0,4.3,3.4,0.0,3.4,1.7,3.0,0.4,4.3,2.2,3.0,1.7,0.0,1.7,1.3
138985,Lift Broadlands,43.3,,7.6,46.5,53.5,19.5,,314,2025,78.3,0.0,0.0,4.8,0.0,3.5,0.6,1.0,1.0,0.3,0.0,1.0,0.0,0.3,2.5,0.6,0.3,0.3,5.4
139033,St Teresa's Catholic Primary School,10.5,,57.9,54.5,45.5,29.8,,209,2025,27.3,0.5,1.0,15.3,0.0,0.5,2.4,1.0,3.8,20.1,0.0,0.0,16.3,0.0,2.4,5.3,2.4,0.5,1.4
139049,Bridge Learning Campus,56.8,,18.4,49.3,50.7,22.2,,1202,2025,68.6,0.1,0.0,5.2,0.2,2.5,0.7,1.0,2.0,3.2,0.3,0.2,2.5,0.4,9.7,1.3,0.3,0.8,1.0
139050,E-Act Bannerman Road Community Academy,53.1,,77.8,48.4,51.6,22.8,,401,2025,8.5,0.2,0.0,8.2,3.0,3.5,1.0,2.0,4.5,4.0,16.2,5.0,9.2,4.5,20.2,8.0,0.2,1.5,0.2
139116,Henbury Court Primary Academy,44.6,,42.2,48.6,51.4,24.1,,294,2025,38.1,0.0,0.0,9.9,0.0,4.4,2.7,3.4,2.4,2.0,0.3,0.3,4.8,1.4,18.0,3.4,0.3,5.1,3.4
139247,E-Act the Kingfisher School,53.6,,49.1,53.6,46.4,21.8,,112,2025,42.0,0.0,0.0,3.6,0.9,3.6,2.7,7.1,3.6,2.7,0.0,0.0,2.7,0.0,25.9,1.8,0.9,2.7,0.0
139505,Stoke Bishop Church of England Primary School,12.1,,21.4,48.5,51.5,29.4,,412,2025,73.1,0.0,0.0,9.0,0.0,2.2,0.5,2.7,1.9,2.4,0.2,0.2,1.5,0.0,2.2,0.7,1.5,1.5,0.5
139828,Cathedral Primary School,22.3,,20.6,50.9,49.1,30.1,,422,2025,45.7,0.5,0.0,12.6,0.0,3.1,2.6,2.6,10.0,1.7,4.5,0.9,0.9,1.9,6.9,1.2,1.2,2.4,1.4
140079,Three Ways School,50.0,,2.3,36.4,63.6,,,258,2025,79.8,0.4,0.0,3.1,0.0,3.1,1.6,1.2,5.0,0.0,0.0,0.8,2.3,0.0,1.2,0.8,0.0,0.8,0.0
140267,Redfield Educate Together Primary Academy,27.3,,34.7,48.7,51.3,23.1,,300,2025,47.7,1.0,0.0,11.0,0.7,2.7,0.7,4.0,6.0,1.7,2.3,0.7,1.7,0.3,11.7,1.0,0.0,6.3,0.7
140268,Oasis Academy Marksbury Road,42.0,,22.8,47.3,52.7,27.3,,355,2025,55.2,0.0,0.0,11.5,0.0,6.5,1.4,1.7,4.5,0.8,2.3,0.0,1.1,0.8,9.0,0.8,0.8,2.8,0.6
140269,E-Act Fairlawn Primary School,33.8,,25.3,55.8,44.2,22.0,,308,2025,33.1,0.0,0.0,6.5,0.0,9.1,1.3,4.2,8.8,1.3,3.2,1.0,0.3,2.6,16.9,0.3,0.6,8.4,2.3
140409,Oasis Academy Long Cross,55.3,,21.5,47.2,52.8,19.6,,521,2025,59.9,0.8,0.6,6.3,0.2,5.0,0.8,1.0,2.9,1.0,0.4,0.8,1.0,1.0,11.3,1.2,0.8,2.5,2.9
140452,St John's CofE Primary School,11.8,,1.3,51.8,48.2,24.6,,382,2025,92.7,0.5,0.0,0.5,0.0,1.6,0.3,0.0,1.8,0.5,0.0,0.3,0.3,0.0,0.5,0.5,0.0,0.5,0.0
140677,North Star 180°,72.4,,0.0,18.1,81.9,,,105,2025,86.7,0.0,0.0,1.9,0.0,5.7,2.9,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140728,Hotwells Primary School,31.6,,30.7,48.2,51.8,22.8,,114,2025,49.1,0.0,0.0,7.0,0.0,3.5,2.6,0.9,12.3,3.5,0.0,0.0,1.8,0.0,9.6,2.6,0.9,6.1,0.0
141110,Easton CofE Primary School,55.2,,87.0,50.3,49.7,22.3,,386,2025,1.3,0.0,0.0,2.3,0.0,1.8,0.8,0.0,1.0,1.3,14.2,2.6,4.1,1.6,60.9,1.6,0.0,3.6,2.8
141149,High Littleton CofE VC Primary School,13.0,,0.5,52.2,47.8,,,184,2025,89.7,0.0,0.0,1.1,0.0,1.6,1.1,0.5,2.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.2
141652,Oasis Academy Brislington,30.6,,11.3,49.0,51.0,23.8,,1357,2025,77.8,0.3,0.0,6.3,0.0,3.6,1.1,1.0,2.7,0.2,0.7,0.4,0.5,0.5,2.3,0.5,0.3,0.8,0.9
141705,Fairfield High School,34.4,,21.0,45.1,54.9,24.7,,1057,2025,41.8,0.5,0.0,6.7,1.2,3.8,1.4,4.2,4.2,2.2,7.4,1.1,1.9,2.6,7.8,8.3,0.4,3.2,1.4
141706,Four Acres Academy,52.0,,13.0,43.7,56.3,21.0,,423,2025,61.7,0.0,0.0,3.5,0.7,1.4,0.2,0.5,0.5,0.5,0.5,0.7,0.7,0.5,3.1,0.5,0.0,0.7,24.3
141767,Clutton Primary School,10.8,,2.3,45.4,54.6,25.3,,130,2025,95.4,0.0,0.0,2.3,0.0,0.0,0.0,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142032,Woodlands Academy,45.1,,15.8,40.6,59.4,19.0,,133,2025,72.2,0.0,0.0,3.8,0.0,4.5,0.8,1.5,3.8,1.5,1.5,0.0,0.8,1.5,4.5,0.0,0.0,1.5,2.3
142125,Somerset Studio School,19.7,,2.0,42.8,57.2,15.0,,152,2025,92.1,0.0,0.0,2.6,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,2.0
142127,IKB Academy,22.1,,3.7,26.5,73.5,12.6,,136,2025,82.4,0.7,0.0,5.9,0.0,2.9,0.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
142227,St John's Church of England Primary School,14.9,,11.3,52.8,47.2,24.6,,195,2025,74.4,0.0,0.0,4.6,0.0,2.1,1.0,1.5,3.1,3.1,0.0,0.0,0.5,0.0,2.1,0.5,0.5,1.5,5.1
142569,Snowdon Village,83.3,,2.4,26.2,73.8,,,42,2025,64.3,0.0,0.0,4.8,0.0,14.3,0.0,0.0,2.4,0.0,0.0,0.0,0.0,4.8,4.8,2.4,0.0,0.0,2.4
142715,Moorlands Infant School,11.3,,2.3,50.8,49.2,29.5,,177,2025,80.8,0.6,0.0,4.0,0.0,2.8,0.0,0.6,2.3,0.6,0.0,0.0,0.6,0.0,0.6,0.0,0.0,1.1,6.2
142716,Moorlands Junior School,15.3,,6.8,42.4,57.6,29.5,,236,2025,79.7,0.0,0.0,4.2,0.0,2.1,0.4,0.0,3.4,1.3,0.4,0.4,1.3,0.0,1.7,0.4,0.0,3.8,0.8
142754,Weston All Saints CofE Primary School,17.0,,10.5,44.3,55.7,25.9,,418,2025,64.6,0.2,0.0,6.7,0.0,2.4,1.4,4.3,4.5,3.1,0.2,1.0,1.2,0.5,1.2,0.0,1.4,1.4,5.7
142780,E-Act Venturers' Academy,57.9,,24.2,21.2,78.8,,,240,2025,56.3,0.0,0.0,5.4,0.0,3.3,1.3,0.0,3.3,0.8,3.3,0.4,2.5,1.7,16.7,3.8,0.0,0.8,0.4
142941,Welton Primary School,18.8,,5.6,40.6,59.4,22.9,,160,2025,88.8,0.0,0.0,4.4,0.6,1.3,1.3,1.3,0.0,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
142942,Longvernal Primary School,15.3,,2.5,48.3,51.7,22.7,,203,2025,93.1,0.0,0.5,3.9,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
142943,Combe Down CofE Primary School,12.8,,6.4,45.5,54.5,30.1,,422,2025,79.9,0.0,0.0,5.7,0.0,3.8,1.2,1.2,0.9,0.2,0.0,0.0,0.7,0.0,1.2,0.0,0.9,1.7,2.6
143010,Widcombe Infant School,9.3,,19.8,48.9,51.1,30.0,,182,2025,63.2,0.5,0.0,12.1,0.5,0.5,0.0,3.8,4.9,1.1,0.0,0.0,2.2,0.0,1.6,0.0,1.6,7.1,0.5
143083,Saltford CofE Primary School,3.8,,1.4,52.5,47.5,29.8,,417,2025,86.6,0.0,0.0,1.7,0.0,1.2,0.5,1.4,1.4,0.5,0.2,1.0,0.2,0.0,0.5,0.0,0.7,0.2,3.8
143108,St Martin's Garden Primary School,46.8,,18.9,36.3,63.7,15.5,,201,2025,60.2,0.0,0.0,5.5,0.0,6.0,1.5,0.5,7.5,5.5,0.0,1.5,3.5,0.0,3.0,0.0,0.0,4.0,1.5
143403,Hareclive E-ACT Academy,70.8,,17.4,50.8,49.2,25.4,,305,2025,72.5,0.0,0.0,5.2,0.0,1.3,0.0,0.7,1.0,0.7,0.7,0.0,6.6,0.3,3.6,2.3,0.0,3.3,2.0
143557,Oldfield Park Infant School,14.6,,9.0,51.1,48.9,29.8,,178,2025,73.0,0.6,0.0,9.6,0.0,2.8,1.7,2.2,4.5,0.6,0.0,1.1,1.7,0.0,0.6,0.0,0.0,0.0,1.7
143558,Oldfield Park Junior School,18.7,,8.4,52.2,47.8,31.4,,251,2025,78.9,0.4,0.0,6.8,0.0,1.6,0.8,2.0,2.4,1.6,0.0,0.0,2.0,0.4,1.2,0.0,1.2,0.8,0.0
143559,Widcombe CofE Junior School,7.0,,15.6,49.8,50.2,30.4,,243,2025,69.5,0.0,0.0,11.1,0.8,0.4,0.0,5.8,3.7,0.0,0.4,0.0,1.6,0.0,0.0,0.0,1.6,4.5,0.4
143560,St Philip's CofE Primary School,14.8,,20.9,50.2,49.8,27.7,,277,2025,69.0,0.0,0.0,7.2,0.0,1.1,1.1,3.2,4.7,0.7,0.4,2.9,3.2,0.0,3.2,0.0,2.9,0.4,0.0
143915,Norton Hill Primary School,4.5,,2.1,51.6,48.4,23.5,,337,2025,91.4,0.6,0.0,1.2,0.0,0.9,0.3,3.0,1.2,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.3
144281,Farrington Gurney Church of England Primary School,9.5,,0.0,46.4,53.6,21.0,,84,2025,98.8,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144282,Marksbury CofE Primary School,9.4,,1.2,47.1,52.9,11.7,,85,2025,84.7,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,11.8
144283,Chandag Primary School,7.6,,5.8,50.5,49.5,25.6,,396,2025,68.9,0.0,0.0,2.3,0.0,1.0,0.3,1.5,0.5,3.0,0.3,0.0,1.0,0.0,0.5,0.0,0.5,0.0,20.2
144285,St Matthias Academy,66.7,,11.1,22.2,77.8,,,9,2025,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,11.1,11.1,0.0,0.0,0.0,0.0,0.0
