urn,attainment8,progress8,ebacc_aps,eng_maths_5plus_pct
138006,44.1,-0.09,3.66,32.0
138012,43.3,-0.01,3.47,36.0
138018,41.8,-0.36,3.92,38.0
138019,63.3,0.43,6.08,87.0
138020,41.5,-0.24,3.57,34.0
138023,43.8,-0.2,4.03,36.0
138024,46.1,0.06,3.83,43.0
138027,,,,
138032,47.6,0.06,4.47,45.0
138038,38.6,-0.48,3.39,30.0
138039,40.3,-0.36,3.6,29.0
138041,53.4,0.29,4.55,56.0
138042,45.5,-0.18,4.13,47.0
138044,3.5,-1.35,0.21,0.0
138046,32.9,-0.92,2.65,17.0
138051,87.6,1.1,8.7,100.0
138053,44.3,-0.31,3.76,41.0
138054,52.9,0.02,4.72,54.0
138058,49.5,0.42,4.1,58.0
138059,41.9,-0.09,3.7,33.0
138067,36.1,,3.22,31.0
138069,56.6,0.71,5.27,67.0
138073,39.9,-0.3,3.22,33.0
138075,51.0,0.04,4.45,44.0
138076,38.6,-0.49,3.22,27.0
138079,50.8,0.06,4.29,48.0
138082,50.2,-0.05,4.33,47.0
138084,43.3,0.05,3.31,32.0
138087,45.3,0.46,4.16,38.0
138089,42.8,-0.29,3.64,37.0
138093,1.1,-1.85,0.01,0.0
138094,0.7,-1.51,0.12,0.0
138097,35.8,-0.34,3.37,23.0
138098,50.3,0.5,3.37,37.0
138099,13.2,-1.75,0.34,0.0
138103,45.8,-0.56,3.89,40.0
138106,60.0,0.78,5.61,68.0
138107,41.5,-0.22,3.75,36.0
138108,56.1,0.75,4.99,75.0
138110,41.5,-0.54,3.36,38.0
138111,48.1,0.14,4.26,49.0
138116,41.6,-0.36,3.28,34.0
138118,58.3,,3.75,76.0
138120,37.3,-0.71,3.11,34.0
138122,,,,
138123,49.4,0.06,4.48,52.0
138124,46.4,-0.7,4.29,34.0
138130,1.2,-2.06,0.07,0.0
138134,72.8,0.9,6.55,95.0
138135,50.6,-0.12,4.52,55.0
138136,53.1,-0.02,5.01,59.0
138137,41.7,-0.22,3.86,46.0
138138,7.2,,0.32,0.0
138147,5.0,,0.35,0.0
138148,51.4,-0.06,4.68,58.0
138150,45.8,-0.24,3.7,41.0
138155,54.3,0.54,5.13,66.0
138156,2.0,-1.63,0.18,3.0
138158,,,,
138162,43.8,0.04,3.51,36.0
138167,26.8,-1.37,2.21,9.0
138172,49.6,-0.04,4.51,50.0
138174,43.2,-0.39,3.84,37.0
138177,41.7,-0.15,3.5,35.0
138178,56.3,0.49,4.97,66.0
138181,49.1,0.23,4.48,52.0
138183,45.8,-0.17,3.84,43.0
138184,49.1,0.08,4.5,49.0
138187,48.0,0.22,4.32,54.0
138190,34.5,-0.67,2.78,24.0
138191,52.3,0.16,4.4,59.0
138193,52.1,0.75,4.68,57.0
138196,44.3,-0.33,4.05,45.0
138202,40.9,-0.37,3.7,34.0
138204,39.3,-0.43,3.11,31.0
138210,45.5,-0.11,3.76,40.0
138214,46.5,0.17,4.33,45.0
138216,55.1,0.37,4.85,62.0
138219,,,,
138220,62.1,1.47,5.54,84.0
138221,46.0,-0.22,4.0,45.0
138222,42.4,-0.74,3.33,40.0
138226,55.4,0.24,5.36,65.0
138227,61.9,0.93,5.86,80.0
138228,51.0,0.99,4.94,48.0
138233,40.4,-0.18,3.51,32.0
138235,38.2,-0.32,3.05,34.0
138239,56.7,0.48,5.19,66.0
138243,,,,
138245,59.0,1.1,5.61,67.0
138246,37.4,-0.75,3.2,34.0
138247,48.6,0.37,4.4,60.0
138248,45.5,0.03,4.02,48.0
138249,,,,
138250,42.8,-0.01,3.65,39.0
138251,54.9,0.77,4.91,58.0
138253,8.4,-1.37,0.31,0.0
138254,46.3,0.01,4.21,46.0
138260,31.4,-0.56,2.9,11.0
138266,50.5,0.5,4.83,59.0
138267,56.2,0.88,5.22,67.0
138269,18.8,-3.3,1.13,73.0
138271,3.1,-1.94,0.19,0.0
138273,30.1,-1.01,2.69,12.0
138274,28.4,-1.68,2.6,19.0
138281,1.6,-1.47,0.19,0.0
138286,61.5,0.72,5.83,71.0
138287,45.9,-0.23,4.2,43.0
138289,48.2,0.12,4.14,52.0
138290,55.1,0.54,4.83,56.0
138298,56.3,0.74,5.12,67.0
138301,37.7,-0.44,3.18,21.0
138304,43.5,-0.48,3.65,43.0
138312,52.7,0.37,4.46,59.0
138313,65.3,0.78,6.19,77.0
138314,38.0,-0.73,3.14,27.0
138318,46.1,0.18,3.84,44.0
138323,49.3,-0.04,4.29,51.0
138326,52.5,0.24,4.67,54.0
138327,36.6,-0.32,2.99,20.0
138329,49.0,0.12,4.04,49.0
138333,1.9,,0.0,0.0
138336,45.8,0.0,4.22,40.0
138337,47.8,0.19,4.44,45.0
138341,52.8,0.13,4.54,56.0
138342,42.4,0.16,3.58,26.0
138350,,,,
138351,34.1,-0.42,2.73,19.0
138352,52.5,0.49,4.35,61.0
138355,39.4,0.01,3.16,29.0
138356,63.7,0.72,5.48,78.0
138360,41.1,-0.24,3.65,36.0
138361,55.4,0.45,4.95,58.0
138367,41.8,-0.35,3.66,38.0
138368,32.1,-0.29,2.55,25.0
138370,48.4,0.37,3.97,53.0
138373,34.6,-0.59,2.83,21.0
138374,41.6,-0.06,3.63,37.0
138375,34.8,-0.45,3.01,20.0
138380,0.2,-2.28,0.0,0.0
138384,1.5,,0.0,0.0
138385,38.9,-0.44,3.09,27.0
138386,,,,
138405,9.9,,0.94,0.0
138408,,,,
138411,43.6,0.24,3.54,38.0
138414,30.4,-1.08,2.46,19.0
138421,42.9,0.1,3.6,34.0
138435,34.1,-0.91,2.86,22.0
138437,33.5,-1.05,2.63,20.0
138439,33.4,-0.72,2.69,24.0
138441,,,,
138448,39.8,-0.38,3.72,30.0
138449,51.1,0.39,4.89,53.0
138454,,,,
138457,61.3,1.14,5.81,64.0
138458,56.2,0.62,5.23,71.0
138459,61.9,1.03,5.64,77.0
138460,55.7,0.39,5.21,66.0
138461,64.8,0.93,5.82,76.0
138463,37.9,-0.78,3.46,29.0
138464,74.4,0.91,6.81,96.0
138466,48.0,0.06,4.23,50.0
138470,57.3,0.36,5.24,67.0
138471,50.1,0.14,4.4,45.0
138472,40.4,-0.55,3.28,29.0
138473,47.8,0.36,4.19,46.0
138474,45.7,0.08,3.88,43.0
138475,48.4,0.38,4.2,50.0
138476,55.8,0.62,4.76,66.0
138478,38.6,-0.78,3.31,33.0
138480,62.4,0.27,5.68,87.0
138482,59.2,0.84,5.18,72.0
138483,53.7,0.38,4.63,61.0
138484,40.6,-0.45,3.4,35.0
138485,18.2,-0.57,1.25,0.0
138490,59.9,0.96,5.54,71.0
138491,51.7,0.24,4.32,50.0
138495,48.5,0.52,4.57,48.0
138496,30.5,-0.92,2.59,20.0
138498,46.7,,4.79,48.0
138499,31.7,-0.96,2.9,22.0
138505,44.1,0.04,3.53,38.0
138506,35.8,-0.62,2.91,19.0
138511,31.2,-0.69,2.57,11.0
138516,20.7,,1.49,0.0
138518,58.6,0.97,5.0,73.0
138521,45.0,-0.34,3.75,41.0
138522,54.3,0.5,4.71,59.0
138525,47.6,0.31,4.27,40.0
138526,,,,
138527,46.5,0.24,4.29,47.0
138530,3.1,-1.96,0.15,4.0
138532,0.2,-1.67,0.02,0.0
138544,45.0,-0.04,3.86,41.0
138545,45.7,0.14,3.84,43.0
138547,0.7,-1.54,0.0,0.0
138549,35.0,-0.74,2.83,24.0
138562,57.3,0.32,5.34,68.0
138563,3.8,,0.26,15.0
138567,41.6,-0.56,3.65,38.0
138568,36.5,,3.3,45.0
138571,44.0,-0.28,3.63,38.0
138580,,,,
138582,51.6,0.36,4.44,58.0
138585,36.3,-0.67,2.92,20.0
138586,56.4,0.94,5.4,68.0
138593,44.0,-0.12,4.15,43.0
138597,,,,
138602,0.9,,0.0,0.0
138606,39.9,-0.13,3.22,28.0
138607,65.4,0.83,6.25,84.0
138609,49.9,0.16,4.49,49.0
138610,51.2,0.82,4.62,53.0
138614,46.2,-0.2,3.93,43.0
138620,31.5,-1.05,2.72,19.0
138622,43.5,-0.17,3.72,41.0
138623,51.1,0.08,4.69,54.0
138628,47.9,0.0,4.06,42.0
138630,43.4,0.22,3.77,38.0
138632,54.2,0.59,4.76,60.0
138634,9.1,-1.02,0.36,0.0
138638,69.6,1.01,6.15,93.0
138641,48.9,0.23,4.25,46.0
138644,35.0,-0.69,2.95,27.0
138647,47.9,-0.06,3.9,46.0
138650,43.4,-0.17,3.82,39.0
138651,64.2,0.77,6.04,79.0
138652,4.7,,0.27,0.0
138661,1.4,-1.88,0.07,0.0
138662,48.9,-0.04,4.12,42.0
138664,43.6,-0.35,3.85,46.0
138665,66.6,0.49,6.33,90.0
138667,49.3,-0.04,4.31,56.0
138681,42.4,0.0,3.98,38.0
138682,45.1,0.26,4.04,43.0
138685,49.5,0.67,4.61,52.0
138686,42.8,-0.07,3.67,37.0
138691,45.6,-0.18,3.87,44.0
138695,37.3,-0.11,3.37,31.0
138696,41.5,-0.23,3.25,34.0
138697,,,,
138698,48.5,0.2,4.22,50.0
138699,45.1,-0.32,3.96,41.0
138706,48.2,-0.12,4.5,52.0
138707,49.8,0.29,4.13,54.0
138711,31.7,-1.14,2.75,27.0
138716,,,,
138717,47.2,-0.02,4.06,42.0
138718,,,,
138720,49.4,-0.1,4.31,50.0
138721,,,,
138728,45.3,-0.19,4.18,37.0
138729,57.2,0.72,5.2,63.0
138732,57.9,0.6,5.13,63.0
138734,48.6,-0.11,4.41,53.0
138736,,,,
138743,54.8,0.33,5.3,64.0
138746,39.2,-0.56,3.23,24.0
138747,39.5,-0.34,3.33,36.0
138754,33.1,-0.39,2.68,14.0
138756,26.7,-1.04,2.16,4.0
138757,56.0,0.3,5.41,66.0
138758,45.0,-0.06,3.97,41.0
138762,51.7,0.46,4.52,54.0
138765,40.2,-0.43,3.34,27.0
138766,7.5,-2.58,0.24,0.0
138767,47.3,-0.07,4.16,49.0
138771,,,,
138779,,,,
138783,41.4,-0.06,3.49,25.0
138787,36.2,-0.65,2.83,21.0
138801,44.6,,4.4,50.0
138803,0.5,,0.0,0.0
138810,45.4,0.01,3.7,46.0
138817,53.5,0.32,4.63,64.0
138819,47.9,0.34,4.1,43.0
138820,44.1,-0.17,3.62,39.0
138823,57.0,0.38,5.11,67.0
138825,62.6,0.88,5.88,74.0
138829,43.0,-0.28,3.78,36.0
138831,50.0,0.05,4.24,47.0
138832,54.2,0.51,5.02,56.0
138834,61.4,1.04,5.81,83.0
138835,71.9,0.44,6.97,98.0
138836,44.3,-0.09,4.0,45.0
138837,48.8,0.03,4.14,53.0
138839,44.5,0.0,3.99,39.0
138841,54.0,0.58,4.88,68.0
138845,46.9,-0.29,4.11,39.0
138850,51.6,-0.09,4.16,57.0
138852,47.2,-0.14,4.17,41.0
138853,38.6,-0.14,3.18,27.0
138855,60.6,0.48,5.83,74.0
138858,40.1,-0.29,3.52,31.0
138859,40.6,-0.24,3.44,37.0
138863,38.9,-0.3,3.07,20.0
138865,41.8,-0.32,3.67,28.0
138868,,,,
138869,52.5,0.64,4.61,59.0
138871,56.9,,5.29,50.0
138875,,,,
138878,7.1,,0.41,13.0
138879,49.0,0.06,4.34,54.0
138880,,,,
138884,4.6,,0.07,0.0
138885,44.4,-0.06,3.91,32.0
138894,,,,
138895,39.9,-0.69,3.46,37.0
138897,50.0,0.12,4.36,52.0
138918,35.7,-0.5,3.23,22.0
138920,37.2,-0.55,3.15,25.0
138923,45.9,-0.02,3.73,39.0
138924,48.1,0.46,4.54,52.0
138925,26.8,-1.09,2.19,17.0
138928,44.5,-0.19,3.77,37.0
138932,42.6,-0.05,3.61,36.0
138935,,,,
138936,37.0,-0.49,3.19,24.0
138937,49.0,0.49,4.06,49.0
138948,45.3,-0.18,3.97,43.0
138950,44.1,0.26,3.81,40.0
138951,47.0,0.04,4.19,44.0
138960,58.5,1.38,5.43,71.0
138961,57.4,0.58,5.32,63.0
138964,46.0,-0.21,3.98,37.0
138971,0.7,,0.0,0.0
138985,43.5,-0.12,3.61,36.0
139018,,,,
139031,39.0,-0.57,3.32,27.0
139036,48.8,0.06,4.35,53.0
139037,30.8,-0.95,2.46,22.0
139043,44.5,0.57,4.06,33.0
139047,40.5,-0.39,3.34,33.0
139048,40.4,-0.15,3.49,33.0
139049,37.7,-0.57,3.2,29.0
139058,38.9,-0.38,3.67,32.0
139059,38.7,-0.26,3.26,34.0
139060,34.8,-0.6,3.08,21.0
139062,41.1,-0.46,3.52,32.0
139063,38.5,-0.24,3.24,26.0
139067,47.6,0.26,4.0,42.0
139068,44.5,0.19,3.66,35.0
139071,20.2,,2.02,0.0
139075,41.7,-0.26,3.81,38.0
139076,51.1,0.38,4.35,61.0
139079,,,,
139082,40.6,0.25,3.44,31.0
139095,47.0,0.37,4.11,52.0
139099,7.4,-1.46,0.26,0.0
139102,41.6,-0.36,3.79,29.0
139109,47.8,0.08,4.31,41.0
139110,,,,
139118,54.7,0.39,4.68,60.0
139121,60.0,0.6,5.56,73.0
139130,36.0,-0.64,3.21,23.0
139138,46.5,0.14,4.19,34.0
139139,49.7,0.14,4.31,51.0
139140,55.4,0.01,4.87,69.0
139143,43.4,-0.46,4.0,39.0
139144,66.1,0.29,6.35,94.0
139146,48.2,0.13,4.28,47.0
139148,52.2,0.17,4.83,63.0
139151,65.1,0.84,6.14,82.0
139152,49.6,-0.26,4.35,50.0
139153,46.2,0.03,3.82,37.0
139154,57.1,0.39,5.48,71.0
139155,45.1,-0.1,4.21,50.0
139158,46.0,-0.21,4.06,42.0
139160,41.9,0.03,3.65,39.0
139167,56.6,0.64,5.11,64.0
139179,40.1,-0.35,3.65,35.0
139180,49.0,-0.4,4.6,47.0
139181,38.1,-0.42,3.16,28.0
139182,69.3,0.34,6.63,93.0
139184,41.9,-1.0,3.69,35.0
139189,47.8,-0.11,4.22,43.0
139193,58.5,0.53,5.24,66.0
139196,46.2,0.22,4.08,39.0
139210,41.6,-0.25,3.67,39.0
139211,40.2,-0.61,3.47,34.0
139234,42.0,-0.4,2.79,31.0
139239,3.0,,0.0,0.0
139248,39.8,-0.39,3.45,34.0
139258,42.1,0.19,3.63,43.0
139264,8.3,,0.46,0.0
139265,,,,
139268,49.4,-0.51,3.83,48.0
139272,37.1,-0.65,3.25,24.0
139276,46.2,,4.07,47.0
139277,37.7,-0.49,3.37,32.0
139288,40.0,-0.3,3.35,38.0
139290,38.3,-0.39,3.51,33.0
139292,44.4,-0.09,3.75,40.0
139293,48.2,0.13,4.34,47.0
139294,36.7,-0.7,2.91,21.0
139304,60.9,0.44,5.54,77.0
139307,40.8,-0.66,3.65,41.0
139311,49.1,0.21,4.26,53.0
139312,,,,
139316,5.1,-1.51,0.52,0.0
139318,53.3,0.29,4.58,59.0
139319,44.0,0.02,4.06,44.0
139322,,,,
139329,,,,
139334,38.8,-0.23,3.39,34.0
139343,43.2,-0.5,3.62,37.0
139345,51.7,0.35,4.58,55.0
139348,52.5,0.26,4.87,54.0
139351,57.2,0.56,5.2,67.0
139362,51.6,0.39,4.71,49.0
139364,47.2,0.02,4.13,39.0
139365,51.8,0.34,4.75,46.0
139367,42.2,0.01,3.78,30.0
139368,52.4,0.39,4.51,57.0
139369,57.3,0.83,5.24,64.0
139374,3.9,-1.2,0.14,0.0
139376,45.4,-0.02,3.71,42.0
139395,41.9,-0.44,4.04,34.0
139401,48.3,0.36,3.75,33.0
139402,44.6,-0.16,3.95,42.0
139403,36.2,-0.27,2.99,19.0
139405,43.6,-0.26,3.89,49.0
139408,51.2,0.33,4.54,49.0
139409,54.3,0.57,4.86,66.0
139410,50.8,0.43,4.55,51.0
139414,7.7,,0.58,7.0
139415,,,,
139416,37.1,-0.68,2.65,20.0
139418,1.3,-2.18,0.14,0.0
139434,23.6,-1.56,2.11,17.0
139442,50.8,0.3,4.3,58.0
139455,48.5,-0.04,4.17,44.0
139456,39.8,-0.52,3.43,35.0
139469,,,,
139474,35.0,-0.29,2.97,27.0
139482,,,,
139487,49.8,0.09,4.5,58.0
139500,51.4,0.54,4.69,60.0
139501,47.3,0.61,4.18,46.0
139517,46.9,0.18,3.92,47.0
139521,,,,
139534,43.1,-0.31,3.85,42.0
139536,34.9,-0.7,2.97,18.0
139538,53.1,0.28,4.87,54.0
139540,3.0,-1.35,0.1,0.0
139542,41.7,-0.29,3.65,30.0
139553,42.8,-0.54,3.51,38.0
139554,48.5,0.22,4.32,51.0
139559,,,,
139572,38.2,-0.29,3.27,23.0
139578,40.0,-0.26,3.55,35.0
139587,44.4,0.29,4.14,37.0
139588,42.4,-0.32,3.37,32.0
139589,44.0,-0.4,3.25,33.0
139594,60.3,0.74,5.79,69.0
139599,45.0,0.33,3.92,45.0
139600,0.5,-2.65,0.0,0.0
139601,7.7,,0.38,4.0
139603,,,,
139606,56.5,0.33,5.09,72.0
139607,,,,
139614,38.5,-0.65,3.37,25.0
139616,52.1,0.42,4.62,54.0
139623,33.3,-0.7,2.96,20.0
139624,55.5,0.45,4.99,66.0
139625,,,,
139628,,,,
139629,41.2,-0.86,3.54,36.0
139646,35.7,0.32,3.23,20.0
139649,35.2,-0.87,2.72,17.0
139655,45.6,0.67,3.53,24.0
139656,42.2,-0.64,3.59,39.0
139657,,,,
139658,56.6,0.38,5.33,75.0
139659,51.2,0.55,4.87,61.0
139662,47.2,-0.11,4.31,37.0
139663,41.1,-0.16,3.87,42.0
139664,45.3,0.13,4.13,41.0
139668,40.0,-0.46,3.4,31.0
139673,47.3,0.17,4.31,55.0
139675,27.4,-1.27,2.14,11.0
139682,48.9,0.23,4.59,53.0
139686,57.2,0.32,5.39,72.0
139690,37.7,-0.83,2.56,21.0
139695,43.5,-0.7,3.25,41.0
139697,33.5,-0.47,3.06,22.0
139703,53.5,0.37,4.99,56.0
139706,,,,
139711,40.8,-0.26,3.47,31.0
139714,34.5,-1.03,3.02,22.0
139718,44.8,0.27,4.07,50.0
139720,60.1,0.92,5.57,75.0
139722,2.6,,0.08,0.0
139725,56.9,0.83,5.44,59.0
139728,11.6,-1.32,0.95,0.0
139732,23.5,-0.35,0.85,18.0
139734,,,,
139735,39.2,-0.46,3.2,26.0
139746,42.4,0.12,3.83,41.0
139764,52.6,0.63,4.67,46.0
139765,43.7,-0.32,3.65,32.0
139766,34.5,-0.94,2.95,22.0
139769,41.6,-0.87,3.67,37.0
139772,,,,
139773,42.1,-0.3,3.63,44.0
139779,19.7,,1.17,0.0
139788,30.8,-1.33,2.38,16.0
139789,35.5,-1.21,2.34,17.0
139791,55.5,1.07,5.24,60.0
139796,47.3,-0.21,4.13,47.0
139807,,,,
139811,55.9,,5.4,77.0
139815,46.1,0.39,4.22,46.0
139819,41.2,-0.11,3.5,31.0
139821,38.4,-0.87,3.23,30.0
139823,37.2,-0.61,3.34,36.0
139826,50.0,,3.81,57.0
139839,42.5,-0.47,3.57,36.0
139840,43.8,-0.38,3.53,38.0
139841,45.1,0.53,3.68,42.0
139842,51.0,0.3,4.86,54.0
139852,37.0,-1.17,3.26,41.0
139853,48.1,0.25,4.14,54.0
139856,41.5,0.01,3.35,37.0
139867,42.0,-0.06,3.82,34.0
139872,46.9,-0.07,4.45,46.0
139873,55.2,0.38,5.18,65.0
139878,47.1,-0.05,4.1,39.0
139888,43.2,0.15,3.78,33.0
139891,46.7,-0.08,3.85,40.0
139918,39.3,-0.21,3.35,28.0
139924,35.5,-0.9,2.44,25.0
139936,42.1,-0.49,3.39,34.0
139937,43.7,0.0,3.8,40.0
139948,44.7,-0.15,3.66,43.0
139953,26.6,-1.36,2.06,6.0
139956,33.9,-1.03,2.79,15.0
139957,42.1,0.16,3.48,32.0
139961,40.3,0.06,3.37,28.0
139962,,,,
139963,,,,
139971,54.2,0.32,5.27,60.0
139974,0.2,-1.58,0.0,0.0
139975,51.2,0.24,4.29,60.0
139976,,,,
139977,,,,
139978,,,,
139988,44.3,-0.23,3.85,35.0
139989,56.9,0.5,4.93,65.0
139992,52.6,0.68,4.25,53.0
139993,54.6,0.23,4.77,57.0
139994,45.5,0.33,3.68,45.0
139995,36.7,-0.13,3.17,33.0
139997,,,,
140001,32.0,-1.19,2.65,16.0
140002,40.2,-0.13,3.73,39.0
140007,55.8,0.76,4.99,75.0
140008,60.5,1.11,5.4,83.0
140014,40.2,-0.38,3.61,40.0
140021,21.6,-1.91,1.57,11.0
140032,36.7,0.07,3.07,23.0
140036,,,,
140037,45.9,-0.04,3.89,42.0
140039,4.5,,0.14,0.0
140046,7.1,,0.43,0.0
140047,40.5,-0.34,3.71,33.0
140049,45.3,0.34,4.11,32.0
140055,44.5,-0.2,3.99,38.0
140066,66.3,,6.09,89.0
140067,,,,
140069,44.2,-0.36,3.7,38.0
140079,1.2,-1.46,0.05,0.0
140081,56.0,0.47,5.23,61.0
140091,45.3,0.05,3.64,48.0
140093,10.5,-1.85,0.36,0.0
140103,53.1,0.43,4.54,62.0
140104,39.1,-0.35,3.38,29.0
140105,41.3,-0.3,3.51,33.0
140108,48.8,0.01,4.38,46.0
140117,57.6,0.58,4.99,66.0
140123,50.3,0.2,4.21,52.0
140126,45.1,0.04,3.64,36.0
140134,58.0,0.29,4.78,64.0
140138,24.2,-0.26,1.62,18.0
140143,0.4,-1.65,0.01,0.0
140149,44.8,-0.25,4.04,43.0
140154,50.4,0.17,4.43,59.0
140160,51.4,0.24,3.84,64.0
140182,36.1,-0.36,2.93,27.0
140188,54.2,0.91,5.2,66.0
140197,3.6,-1.62,0.3,0.0
140199,42.7,-0.27,3.45,37.0
140204,51.7,0.27,4.7,53.0
140205,,,,
140206,,,,
140209,34.6,-0.54,3.37,28.0
140210,65.3,1.15,6.47,73.0
140212,50.3,0.11,4.52,55.0
140217,,,,
140221,42.1,-0.26,3.36,34.0
140248,47.4,0.22,4.08,47.0
140261,,,,
140265,53.2,0.28,4.11,65.0
140272,4.3,,0.12,0.0
140277,,,,
140286,6.3,-1.38,0.32,0.0
140292,49.0,-0.09,4.45,54.0
140294,48.6,0.03,4.28,53.0
140304,42.3,-0.11,3.38,31.0
140308,36.8,-0.76,3.13,24.0
140325,,,,
140326,44.7,0.3,3.69,32.0
140330,3.6,,0.1,0.0
140354,19.4,,1.67,8.0
140356,65.8,,5.8,71.0
140360,14.6,-1.9,1.67,0.0
140364,36.8,-0.37,2.94,24.0
140366,40.5,-0.36,3.27,41.0
140369,33.7,-0.65,2.83,18.0
140371,42.6,-0.01,3.36,47.0
140373,49.9,0.46,4.52,50.0
140388,14.9,-1.8,1.49,8.0
140394,37.5,-0.13,3.36,33.0
140397,,,,
140404,2.4,-2.04,0.09,0.0
140412,34.7,-0.72,3.17,17.0
140415,41.4,-0.47,3.71,37.0
140416,43.2,-0.33,3.61,41.0
140424,47.4,0.03,4.22,51.0
140429,32.0,-0.8,2.73,28.0
140436,,,,
140457,3.2,-3.35,0.13,0.0
140459,47.6,-0.08,3.86,46.0
140470,46.3,0.01,4.2,36.0
140472,51.2,0.22,4.4,53.0
140475,54.8,1.04,5.11,64.0
140492,22.0,,1.17,25.0
140496,13.7,,0.65,19.0
140500,38.9,-0.34,3.4,27.0
140510,56.6,0.68,5.1,61.0
140515,43.9,-0.27,4.03,35.0
140524,52.3,0.2,4.28,60.0
140531,0.3,-1.64,0.02,0.0
140534,45.9,0.22,3.89,42.0
140537,43.9,-0.16,3.84,31.0
140547,48.2,-0.12,4.25,54.0
140549,35.9,-0.51,2.97,26.0
140553,37.8,-0.51,3.13,23.0
140557,42.1,0.0,3.61,33.0
140565,48.8,0.92,4.4,47.0
140569,44.7,-0.29,3.86,35.0
140575,53.9,0.48,4.97,65.0
140578,,,,
140580,45.8,-0.26,3.95,39.0
140586,41.6,-0.35,3.44,35.0
140595,72.7,0.71,6.82,97.0
140600,29.3,-1.48,2.5,20.0
140605,36.0,-0.61,3.24,22.0
140624,,,,
140633,42.2,-0.4,3.46,37.0
140640,47.4,0.25,4.08,51.0
140646,48.3,-0.38,4.04,52.0
140650,52.0,0.11,4.68,57.0
140653,36.5,-0.38,3.28,25.0
140654,8.3,-1.67,0.71,0.0
140655,1.9,,0.07,0.0
140660,44.0,-0.2,3.65,38.0
140669,40.9,-0.34,3.78,38.0
140675,47.4,0.0,3.89,51.0
140677,3.7,-2.23,0.17,0.0
140679,39.8,-0.24,3.51,37.0
140691,51.4,0.28,4.9,60.0
140693,36.6,-0.63,3.13,24.0
140697,43.4,-0.14,3.8,41.0
140698,49.7,0.34,4.6,51.0
140701,0.4,-1.64,0.0,0.0
140703,51.0,1.05,4.51,53.0
140713,47.7,0.15,3.88,49.0
140731,31.7,-0.64,2.68,15.0
140732,9.5,-0.89,0.45,0.0
140737,40.9,-0.31,3.36,30.0
140748,53.8,0.5,4.76,55.0
140751,43.8,-0.6,3.63,48.0
140759,52.1,0.33,4.28,61.0
140786,61.7,0.6,5.65,73.0
140787,46.9,-0.07,4.09,48.0
140791,48.6,-0.02,4.16,53.0
140795,,,,
140796,,,,
140798,76.9,0.75,7.3,99.0
140802,40.0,-0.68,3.18,33.0
140813,23.0,-1.55,1.48,0.0
140815,48.3,0.23,4.69,50.0
140816,1.0,,0.04,0.0
140821,43.9,-0.17,3.72,38.0
140836,39.6,-0.65,3.43,33.0
140845,44.7,-0.15,4.14,51.0
140854,5.5,-1.54,0.26,0.0
140862,72.6,2.37,7.05,93.0
140863,51.5,0.17,4.76,55.0
140864,43.6,-0.12,3.44,39.0
140865,44.9,-0.03,3.69,40.0
140866,47.5,0.11,4.09,46.0
140867,45.4,-0.35,3.9,38.0
140868,55.3,0.91,4.78,62.0
140874,42.8,-0.12,3.56,35.0
140875,49.8,0.41,4.47,58.0
140879,38.3,-0.7,3.43,33.0
140881,37.7,-0.89,3.41,29.0
140882,0.7,-1.7,0.06,0.0
140884,49.6,0.03,4.56,58.0
140886,37.7,-0.94,3.31,29.0
140893,76.9,1.04,6.87,98.0
140898,41.5,-0.3,3.8,30.0
140904,,,,
140922,46.7,-0.34,3.84,41.0
140935,46.5,0.17,4.41,40.0
140942,9.3,,0.83,0.0
140949,53.2,0.18,4.7,57.0
140950,44.6,-0.24,3.16,45.0
140952,45.3,0.19,4.12,48.0
140957,60.2,1.2,5.58,72.0
140958,59.9,1.49,5.57,73.0
140959,52.6,0.73,4.74,65.0
140961,41.5,-0.67,3.28,40.0
140962,53.4,0.8,5.02,60.0
140964,41.2,-0.59,3.81,43.0
140965,27.7,-1.46,2.07,5.0
140966,36.9,-0.82,3.34,25.0
140969,42.5,-0.05,3.93,41.0
140977,34.5,-0.09,2.59,6.0
140979,50.7,0.17,4.54,59.0
140984,49.7,-0.01,4.11,49.0
140985,48.6,0.12,4.62,53.0
140987,39.3,-0.44,3.0,31.0
140992,43.0,-0.36,3.96,32.0
140997,,,,
141002,47.7,-0.14,4.48,55.0
141003,32.4,-0.73,2.76,23.0
141004,25.3,-1.37,2.1,13.0
141005,3.1,-2.97,0.18,0.0
141008,13.6,,1.2,0.0
141009,46.8,-0.05,4.38,46.0
141010,50.5,0.09,4.63,53.0
141016,7.0,-2.22,0.58,8.0
141019,40.0,0.67,3.9,29.0
141028,38.0,-0.64,3.59,32.0
141031,,,,
141033,3.8,-2.78,0.13,0.0
141035,48.0,0.15,3.85,57.0
141038,34.8,-0.94,3.09,24.0
141041,40.6,-0.84,3.44,33.0
141042,44.8,0.16,3.82,42.0
141063,50.7,0.56,4.45,53.0
141069,43.9,-0.2,3.87,39.0
141071,35.9,-0.8,3.31,29.0
141082,51.3,-0.03,4.93,61.0
141086,47.5,0.0,3.76,51.0
141103,,,,
141104,45.3,0.4,3.95,49.0
141105,45.2,0.18,4.13,49.0
141106,42.2,-0.44,3.47,43.0
141111,33.0,-1.1,2.46,25.0
141127,26.3,,2.12,20.0
141128,10.8,,0.9,5.0
141132,32.7,-1.16,2.6,18.0
