seed,schuid,school_type,centre_type,name,address1,address2,address3,postcode,la,la_code,datazone,uprn,denomination,fte_teacher,pupil_roll,prop_minority_ethnic,prop_20pc_most_deprived,dz_simd_percentile,dz_simd_most_deprived_15pct,dz_simd_most_deprived_16_25pct,dz_simd_most_deprived_25pct,urban_rural_8,urban_rural_6,urban_rural_8_desc,urban_rural_6_desc,grid_easting,grid_northing,lat,lng
5300320,5300320P,Primary,Local Authority,Arbirlot Primary School,Arbirlot,By Arbroath,,DD11 2PZ,Angus,S12000041,S01007171,117081285,Non-denominational,3,20,0%,0%,67,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,739947,56.5496923,-2.6698191,
5307031,5307031S,Secondary,Local Authority,Arbroath Academy,Glenisla Drive,Arbroath,,DD11 5JD,Angus,S12000041,S01007195,117082503,Non-denominational,61.6,683,*,25 - <30%,16,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,742079,56.5693325,-2.5726192,
5307139,5307139S,Secondary,Local Authority,Arbroath High School,Keptie Road,Arbroath,,DD11 3EN,Angus,S12000041,S01007182,117082306,Non-denominational,73.6,889,0 - <5%,15 - <20%,52,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,741212,56.5614112,-2.6005824,
8214123,8214123P,Primary,Local Authority,Ardeer Primary School,Clark Crescent,,STEVENSTON,KA20 3LZ,North Ayrshire,S12000021,S01011236,126060431,Non-denominational,13.8,144,*,80 - <85%,17,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,641063,55.6321743,-4.7534649,
5137624,5137624P,Primary,Local Authority,Ardersier Primary School,Ardersier,,,IV2 7SW,Highland,S12000017,S01010570,130087904,Non-denominational,7.9,112,*,*,30,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,854734,57.5662399,-4.0351688,
5130220,5130220P,Primary,Local Authority,Ardgour Primary School,Ardgour,By Fort William,,PH33 7AB,Highland,S12000017,S01010508,130111296,Non-denominational,2.1,18,0%,0%,56,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,8,6,763495,56.7203467,-5.2617584,
8640327,8640327P,Primary,Local Authority,Ardgowan Primary School,Newton Street,Greenock,,PA16 8SN,Inverclyde,S12000018,S01010874,119049920,Non-denominational,23.6,440,10 - <20%,20 - <25%,74,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,676583,55.9510048,-4.7737901,
5323428,5323428P,Primary,Local Authority,Ardler Primary School,Turnberry Avenue,Dundee,,DD2 3TP,Dundee City,S12000042,S01007859,9059054984,Non-denominational,10.6,110,*,60 - <65%,7,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,733433,56.4888389,-3.0137074,
5130239,5130239S,Secondary,Local Authority,Ardnamurchan High School,Drimnatorran,Strontian,ACHARCLE,PH36 4JA,Highland,S12000017,S01010508,130092475,Non-denominational,16.6,126,*,0%,56,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,762146,56.6998108,-5.5681904,
8100926,8100926P,Primary,Local Authority,Ardrishaig Primary School,Glengilp Road,Ardrishaig,ARGYLL,PA30 8HF,Argyll and Bute,S12000035,S01007319,125030687,Non-denominational,6.6,90,5 - <10%,0%,61,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,686176,56.0201378,-5.4503222,
5113326,5113326P,Primary,Local Authority,Ardross Primary School,Ardross,Alness,,IV17 0XW,Highland,S12000017,S01010699,130109963,Non-denominational,2.7,27,0%,*,58,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,873585,57.7314461,-4.2795484,
8214638,8214638S,Secondary,Local Authority,Ardrossan Academy,Sorbie Road,,ARDROSSAN,KA22 8AR,North Ayrshire,S12000021,S01011258,126060254,Non-denominational,74.2,795,0 - <5%,50 - <55%,63,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,642547,55.6444546,-4.8002302,
